product,rows,first_timestamp,last_timestamp,mean_mid,median_mid,std_mid,min_mid,max_mid,mean_spread,median_spread,max_spread,mean_bid_volume,mean_ask_volume,mean_imbalance,std_imbalance,return_std,diff_std,mean_pnl,trade_count,total_trade_quantity,avg_trade_price,trade_notional,vwap,price_range,relative_volatility,spread_to_volatility,group
PANEL_1X2,10000,0,999900,9255.65875,9249.25,393.43614052741606,8334.5,9983.5,11.8933,12.0,13,49.4671,49.4676,-1.3272896178862615e-05,0.00780737579006195,0.001007383921018269,9.334092549231,0.0,249,594,9227.5140562249,5479043.0,9223.978114478114,1649.0,0.042507632482389875,1.2741784953674842,Construction Panels
PANEL_1X4,10000,0,999900,8537.78795,8510.0,265.68493833569306,7899.0,9290.0,7.6951,8.0,9,29.5257,29.5262,-1.7153884849204007e-06,0.01267949674322697,0.0009976640975220825,8.528117931235407,0.0,249,594,8557.81124497992,5086582.0,8563.26936026936,1391.0,0.031118708955016044,0.9023210117458198,Construction Panels
PANEL_2X2,10000,0,999900,8755.8415,8707.0,214.72132067474428,8336.0,9424.0,7.86,8.0,9,29.5257,29.5262,-1.7153884849204007e-06,0.01267949674322697,0.0010059839188042942,8.811497846588862,0.0,249,594,8775.4859437751,5217100.0,8782.996632996634,1088.0,0.02452320781214967,0.8920163333005626,Construction Panels
PANEL_2X4,10000,0,999900,11875.65375,11944.5,426.38499968072375,10711.5,12663.0,10.3165,11.0,12,29.5257,29.5262,-1.7153884849204007e-06,0.01267949674322697,0.001007393537975508,11.964276061577014,0.0,249,594,11834.092369477912,7024412.0,11825.609427609428,1951.5,0.035904128619506426,0.8622753225438514,Construction Panels
PANEL_4X4,10000,0,999900,10047.99935,9848.0,558.5350483761883,9128.5,11214.0,8.8707,9.0,10,29.5257,29.5262,-1.7153884849204007e-06,0.01267949674322697,0.0010048985339998252,10.095181027388211,0.0,249,594,10090.317269076306,5996565.0,10095.227272727272,2085.5,0.05558669232758144,0.8787063823752941,Construction Panels
ROBOT_DISHES,10000,0,999900,10638.13105,10600.0,302.4891018971834,10098.0,11400.0,7.8137,8.0,8,16.0461,16.0466,-1.6373270025504158e-05,0.022060038255608056,0.002580150405395353,27.477316101285833,0.0,249,594,10624.730923694779,6313576.0,10628.915824915824,1302.0,0.02843442146702859,0.2843691127327515,Domestic Robots
ROBOT_IRONING,10000,0,999900,7857.8509,7800.0,260.8041487392184,7458.5,8430.0,5.895,6.0,6,16.0461,16.0466,-1.6373270025504158e-05,0.022060038255608056,0.001114913353042317,8.756425976976413,0.0,249,594,7863.855421686747,4671941.0,7865.220538720539,971.5,0.03319026436849526,0.6732198748096467,Domestic Robots
ROBOT_LAUNDRY,10000,0,999900,9030.05785,9025.0,186.7848335272034,8553.0,9599.5,6.6665,7.0,8,16.0461,16.0466,-1.6373270025504158e-05,0.022060038255608056,0.0009976511096854506,9.011243579229424,0.0,249,594,9025.353413654619,5363010.0,9028.636363636364,1046.5,0.020684788140886985,0.7397980025050073,Domestic Robots
ROBOT_MOPPING,10000,0,999900,11750.05785,11800.5,277.6819132620456,11024.5,12345.5,8.3693,8.5,9,16.0461,16.0466,-1.6373270025504158e-05,0.022060038255608056,0.0009988561815816432,11.742951544665228,0.0,249,594,11761.044176706828,6982141.0,11754.446127946128,1321.0,0.023632386904550058,0.7127083824000056,Domestic Robots
ROBOT_VACUUMING,10000,0,999900,8628.14495,8641.5,135.56009947087878,8242.5,8947.5,6.4069,7.0,7,16.0461,16.0466,-1.6373270025504158e-05,0.022060038255608056,0.0009999380438591174,8.630854153743647,0.0,249,594,8629.81124497992,5127329.0,8631.867003367004,705.0,0.015711384110541488,0.742325137914768,Domestic Robots
