group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Purification Pebbles,PEBBLES_L,PEBBLES_M,1,0.029488234367323226,0.029488234367323226
Purification Pebbles,PEBBLES_L,PEBBLES_S,2,-0.01682877253171945,0.01682877253171945
Purification Pebbles,PEBBLES_L,PEBBLES_XL,4,-0.028131993429250306,0.028131993429250306
Purification Pebbles,PEBBLES_L,PEBBLES_XS,4,0.023686069503395316,0.023686069503395316
Purification Pebbles,PEBBLES_M,PEBBLES_L,2,0.016766430571050487,0.016766430571050487
Purification Pebbles,PEBBLES_M,PEBBLES_S,3,0.011821169689141703,0.011821169689141703
Purification Pebbles,PEBBLES_M,PEBBLES_XL,5,-0.015209505326452037,0.015209505326452037
Purification Pebbles,PEBBLES_M,PEBBLES_XS,5,0.010042260122325512,0.010042260122325512
Purification Pebbles,PEBBLES_S,PEBBLES_L,2,-0.011038821397026364,0.011038821397026364
Purification Pebbles,PEBBLES_S,PEBBLES_M,2,-0.02017236008956458,0.02017236008956458
Purification Pebbles,PEBBLES_S,PEBBLES_XL,2,0.011354254803320593,0.011354254803320593
Purification Pebbles,PEBBLES_S,PEBBLES_XS,4,-0.0163736887628961,0.0163736887628961
Purification Pebbles,PEBBLES_XL,PEBBLES_L,1,-0.01612568625908535,0.01612568625908535
Purification Pebbles,PEBBLES_XL,PEBBLES_M,4,-0.01282251178256031,0.01282251178256031
Purification Pebbles,PEBBLES_XL,PEBBLES_S,5,0.011333570394821168,0.011333570394821168
Purification Pebbles,PEBBLES_XL,PEBBLES_XS,3,-0.0065830482540155215,0.0065830482540155215
Purification Pebbles,PEBBLES_XS,PEBBLES_L,2,-0.006623451949822856,0.006623451949822856
Purification Pebbles,PEBBLES_XS,PEBBLES_M,3,-0.018079657648311705,0.018079657648311705
Purification Pebbles,PEBBLES_XS,PEBBLES_S,5,-0.009701440677044574,0.009701440677044574
Purification Pebbles,PEBBLES_XS,PEBBLES_XL,3,0.012074301398950814,0.012074301398950814
