group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Construction Panels,PANEL_1X2,PANEL_1X4,4,-0.018215253008082608,0.018215253008082608
Construction Panels,PANEL_1X2,PANEL_2X2,5,0.011845083955847225,0.011845083955847225
Construction Panels,PANEL_1X2,PANEL_2X4,4,0.016496104349202435,0.016496104349202435
Construction Panels,PANEL_1X2,PANEL_4X4,4,0.01610434044934672,0.01610434044934672
Construction Panels,PANEL_1X4,PANEL_1X2,5,-0.014685967445085631,0.014685967445085631
Construction Panels,PANEL_1X4,PANEL_2X2,4,0.024268156964217056,0.024268156964217056
Construction Panels,PANEL_1X4,PANEL_2X4,2,-0.013857389331596755,0.013857389331596755
Construction Panels,PANEL_1X4,PANEL_4X4,5,-0.007421878977762016,0.007421878977762016
Construction Panels,PANEL_2X2,PANEL_1X2,4,-0.006782206341938723,0.006782206341938723
Construction Panels,PANEL_2X2,PANEL_1X4,3,0.01332524971165909,0.01332524971165909
Construction Panels,PANEL_2X2,PANEL_2X4,3,-0.01656983805284993,0.01656983805284993
Construction Panels,PANEL_2X2,PANEL_4X4,4,-0.017496525446241536,0.017496525446241536
Construction Panels,PANEL_2X4,PANEL_1X2,2,0.029106885276116677,0.029106885276116677
Construction Panels,PANEL_2X4,PANEL_1X4,5,0.01163214159668441,0.01163214159668441
Construction Panels,PANEL_2X4,PANEL_2X2,1,-0.015212034846078137,0.015212034846078137
Construction Panels,PANEL_2X4,PANEL_4X4,2,-0.017538172266175923,0.017538172266175923
Construction Panels,PANEL_4X4,PANEL_1X2,5,0.015938332355731256,0.015938332355731256
Construction Panels,PANEL_4X4,PANEL_1X4,3,-0.01977457575091761,0.01977457575091761
Construction Panels,PANEL_4X4,PANEL_2X2,5,-0.00634103724784901,0.00634103724784901
Construction Panels,PANEL_4X4,PANEL_2X4,5,0.01900936745274854,0.01900936745274854
