group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Construction Panels,PANEL_1X2,PANEL_1X4,0.41983513735423805,0.00783015704759086,0.6217074898304596,3947.6520349007565,-2.3748725652694704e-12,357.08279231011176,1597.5939827711645,1243.4533574780155,1.0845516384908798,0.04492906225134059,10000
Construction Panels,PANEL_1X2,PANEL_2X2,0.3007469775583989,0.012675010925445658,0.5510618589436606,4430.648456393962,-1.1315569281578063e-11,375.2216077383432,1597.941366183979,1292.989152312633,1.0573826992161015,0.04433307627685177,10000
Construction Panels,PANEL_1X2,PANEL_2X4,0.8430582204569369,0.0021195442250259047,0.7779109789154204,17.457316076921998,-4.400499165058136e-12,211.59873385775262,1225.6138869726838,357.76739228588406,0.7793851433989109,0.017759946251812046,10000
Construction Panels,PANEL_1X2,PANEL_4X4,-0.8647249038043417,0.007051677270690007,-0.6091184962515819,15376.081004408863,9.112409316003322e-12,197.60164802122117,1037.0361778928527,409.57244532470764,0.9257779941558824,0.08582116801444697,10000
Construction Panels,PANEL_1X4,PANEL_2X2,0.6959689707697652,0.0033523906645971007,0.861155624888422,997.6457916435345,-1.258158590644598e-11,190.7808770310403,1063.4638981458647,383.97737486320744,0.9751630490376945,0.022002908116360215,10000
Construction Panels,PANEL_1X4,PANEL_2X4,0.1963759365574276,0.0046115646982176515,0.12236389327472255,7084.636721967442,-7.450580596923828e-13,260.51170177903487,1318.3453960607494,2304.428185430954,0.7197314490098834,0.031213951089467888,10000
Construction Panels,PANEL_1X4,PANEL_4X4,-0.32206234939398526,0.005820700107012812,-0.15319918720902975,10077.133283496856,3.1141098588705062e-12,251.52883575028486,1317.7707885140844,1748.4045945937262,0.8527546778574934,0.06111802767756448,10000
Construction Panels,PANEL_2X2,PANEL_2X4,-0.04082697969506989,-0.012510664204695975,-0.020559876651032944,9000.003476250376,3.4924596548080445e-13,214.54229275390625,1088.9149145109714,1169.8463958904422,0.7383070625527139,0.033735759781620155,10000
Construction Panels,PANEL_2X2,PANEL_4X4,-0.261038953164038,0.002672548991170626,-0.10035293028411842,9764.187678265413,4.543107934296131e-12,207.27656058196294,1049.5648277011824,845.8520107354516,0.8743493957946977,0.05723143297969727,10000
Construction Panels,PANEL_2X4,PANEL_4X4,-0.8051986502027595,0.0010202467785579237,-0.6146877034982021,18052.03539520291,1.675216481089592e-11,252.84850996348464,1243.724788361871,467.9120563229304,1.1873203418555909,0.10068453207784375,10000
