group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Domestic Robots,ROBOT_DISHES,ROBOT_IRONING,-0.3457422659982239,0.002752559416920298,-0.4010030823331703,13789.153481414489,-1.2730015441775322e-11,283.8344533691853,1377.250770583294,142.99265957469072,1.3557375957899005,0.06853060879081854,10000
Domestic Robots,ROBOT_DISHES,ROBOT_LAUNDRY,0.3799937387472072,0.008080439358963602,0.6153816805659804,5081.198874658966,1.0209623724222183e-11,279.79910959790357,1528.8829014505318,131.13788561205862,1.178317786724473,0.032653212637895036,10000
Domestic Robots,ROBOT_DISHES,ROBOT_MOPPING,-0.7342335702087934,-0.011421769195366393,-0.799827581948546,20036.151407921036,-4.659523256123066e-12,205.35892771919302,1179.2877583183472,71.09933801108784,0.906335311321606,0.044597383284185485,10000
Domestic Robots,ROBOT_DISHES,ROBOT_VACUUMING,-0.29383831752377104,0.009236651519567624,-0.6556714631936683,16295.35947401356,6.05359673500061e-13,289.13576197063674,1343.9097843080435,143.33542456656028,1.2334257716073609,0.0449677078517101,10000
Domestic Robots,ROBOT_IRONING,ROBOT_LAUNDRY,-0.49158370990990585,-0.017491154520499583,-0.6863890851098282,14055.98404615033,-7.601920515298843e-12,227.11616178935614,1126.4610398203358,640.0785040967093,0.8708508134285358,0.04087996604915073,10000
Domestic Robots,ROBOT_IRONING,ROBOT_MOPPING,0.4307395560369294,-0.013756430156576606,0.40455880586830656,3104.2615273204788,-3.026798367500305e-13,235.36955780415326,1148.9176357557171,599.5224069159334,0.6688975665374387,0.02084752542658851,10000
Domestic Robots,ROBOT_IRONING,ROBOT_VACUUMING,0.2385201677373757,0.01929409588489323,0.4588890798006977,3898.489403507454,9.09203663468361e-12,253.27670050064668,904.4360963154468,883.763786042236,0.9108342921986688,0.03017663555767788,10000
Domestic Robots,ROBOT_LAUNDRY,ROBOT_MOPPING,-0.4787646391292836,-0.022906698371365573,-0.3220446458609552,12814.101069148986,3.914465196430683e-13,163.986491254433,1079.9012552888325,299.43884372406256,0.7691312183838379,0.02975693672814041,10000
Domestic Robots,ROBOT_LAUNDRY,ROBOT_VACUUMING,0.03505709131833233,0.007345038006975259,0.048304279735714134,8613.281522734911,-2.968590706586838e-13,186.67001899191717,1036.8391440528558,506.61662782333053,1.046829743061139,0.0269127365505699,10000
Domestic Robots,ROBOT_MOPPING,ROBOT_VACUUMING,0.29226919200977625,-0.002894619841124772,0.5986855183907802,6584.5124178584465,1.1071097105741501e-11,265.5572355361666,1246.634833762646,529.5280637888366,1.3620162094091643,0.03299574515416537,10000
