group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,3,-0.01593538253550888,0.01593538253550888
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_NYLON,2,-0.020470569126576132,0.020470569126576132
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,5,-0.014510505728277492,0.014510505728277492
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,1,0.016348781209439202,0.016348781209439202
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,2,-0.006822935156053447,0.006822935156053447
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,3,-0.018603647812933964,0.018603647812933964
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,1,-0.014735350603352283,0.014735350603352283
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,2,0.017472082306355278,0.017472082306355278
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_COTTON,1,-0.013404419591561096,0.013404419591561096
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,4,0.011701181757355425,0.011701181757355425
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,5,0.015532211393974921,0.015532211393974921
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,5,0.008089008983484625,0.008089008983484625
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,4,-0.012802164345003976,0.012802164345003976
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,5,-0.018573262204716577,0.018573262204716577
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,5,0.027075441475911014,0.027075441475911014
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,4,-0.008141205046387458,0.008141205046387458
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,5,-0.012435690784031233,0.012435690784031233
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,4,-0.016744410048068908,0.016744410048068908
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,5,-0.0161857703507431,0.0161857703507431
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,3,0.018979466327249766,0.018979466327249766
