group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,-0.4788568843843069,-0.015353069838050133,-0.7820204449370222,20546.72026329975,2.497108653187752e-12,464.9829989432602,2204.248196028815,2259.7781198240505,1.2450641706746293,0.07752630540612573,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,-0.44679676324136425,0.005093088968393542,-0.5946313023035257,18957.850745012696,-9.546056389808656e-13,473.85080028603926,2152.8543980911927,1590.2962128416598,1.1843745667035819,0.08186897938823955,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,0.04612370222068056,0.005426229005987394,0.07464808903360456,11796.934525996872,3.6787241697311405e-12,529.0942572091717,2421.159817703594,3600.619465931094,1.155694282570398,0.05825515810274322,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,-0.24358946807368773,0.023905910184686085,-0.4186599780578555,17190.79433325738,6.915070116519928e-12,513.7038246995289,2530.059734755827,2003.3726792695852,1.1544926048710218,0.06472892581124064,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,0.2125137235585457,0.016516098535315913,0.17318583115357497,8297.969200618903,-2.3283064365386963e-13,316.91876481589526,1432.7742005731852,1039.098587108677,0.9518664076759729,0.04172005869593136,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,-0.59333125493773,0.005309519772363869,-0.5880027934576247,16568.330154947977,-1.643202267587185e-11,261.06975503069975,1273.6670530178635,532.6630307757957,0.930305229826914,0.05122188338466006,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,-0.2277352474202911,0.007857856006745144,-0.23967394298092426,12767.242170255066,-2.0139850676059722e-12,315.8047042777831,1464.8255374608325,875.0467204772121,0.928680696350677,0.04409120306827316,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,0.258237609400649,0.00023314302893713445,0.3140337160033319,7241.594795052025,1.57160684466362e-12,384.477991571796,1965.6163669467278,2067.9012029926093,0.9776470940679896,0.04061726171049403,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,-0.31917990634638826,-0.003641583967174786,-0.4121931148057671,15179.318993730523,-4.831235855817795e-12,377.16027618900523,2102.3549856023965,18473.614202314948,0.9768964395764679,0.0525855365032386,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,0.2175155839961323,0.012663944794958814,0.2309929802580382,8395.888246929926,4.5634806156158446e-12,319.4302754825971,1192.8984460990177,1082.6520415534965,0.9993168956901385,0.03621260233028539,10000
