group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,2,0.029899134874931798,0.029899134874931798
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,3,0.01040392179067613,0.01040392179067613
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,3,0.009355013297509754,0.009355013297509754
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,2,0.011517993507190072,0.011517993507190072
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_ASTRO_BLACK,4,-0.012862197587791186,0.012862197587791186
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,2,0.0065013792541963955,0.0065013792541963955
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_SPACE_GRAY,1,-0.019603520153859882,0.019603520153859882
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,5,-0.014050995236496623,0.014050995236496623
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK,3,0.021459737864421256,0.021459737864421256
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ECLIPSE_CHARCOAL,2,-0.019650953537687785,0.019650953537687785
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,1,-0.018902297965699276,0.018902297965699276
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,1,-0.012283513893564578,0.012283513893564578
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,5,-0.013469696184049052,0.013469696184049052
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,3,0.01160121809265497,0.01160121809265497
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,1,-0.007786404905391873,0.007786404905391873
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,4,-0.014875081072815651,0.014875081072815651
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ASTRO_BLACK,5,-0.020670715466515253,0.020670715466515253
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ECLIPSE_CHARCOAL,4,-0.007801247393255196,0.007801247393255196
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_GRAPHITE_MIST,1,-0.015624231900995574,0.015624231900995574
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_SPACE_GRAY,2,-0.02736543186599999,0.02736543186599999
