group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,-0.36364253475351443,0.007397676212998394,-0.30633419789014676,12063.175158368213,3.8387952372431754e-11,202.93198154845962,1037.1037569661712,607.4285714779929,1.0053396313284577,0.04425221826515468,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,0.5775168405529957,0.008175155233292902,0.45173853469002306,3909.5280022425454,-3.2741809263825417e-12,177.8448764396031,1020.7937438519657,367.44151885663365,0.7830217615490117,0.017112890296793533,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,-0.5070433928593134,0.006809814045661559,-0.5307894258066913,14692.377776542002,1.0366784408688546e-11,187.7659675115698,1060.3556445129689,429.37574222862713,0.9010430067499466,0.03419157935105876,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MORNING_BREATH,-0.059847132443238374,-0.003233257958487776,-0.017379061996369915,9415.83148957716,-4.394678398966789e-12,217.45555524684374,942.8151887251897,713.4389545865973,0.9382206638093631,0.07826624258983281,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,-0.0696248569905697,0.005105461026019359,-0.06464962290326949,9967.666326136427,-1.3737007975578308e-12,257.9726361537486,1292.9299245806542,589.6430534356068,0.7799798298084668,0.029532593114985486,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,0.09736100942483202,-0.007833885027426931,0.12098774893025616,7962.300052250028,-4.016328603029251e-13,257.3716199410444,1287.2592649358157,605.6427117701204,0.8969532746392462,0.030179872496987076,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,-0.4809651303192208,0.014406198830001401,-0.1657966578439828,10847.527430438997,-4.918547347187996e-12,226.72506395386284,1139.846511002197,519.1889817445541,0.9349273342454301,0.08505461737895166,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,-0.5460097237349956,0.007595605081830197,-0.730726782943995,19309.08151933581,1.4196848496794701e-11,233.32246446415672,1363.4011507169416,389.76505223164816,1.1510241735986508,0.044342421094810944,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,-0.2568320586376999,0.013790133106632862,-0.09534759284880427,12752.845093598731,-2.1420419216156005e-12,269.1592300630811,1228.4108565318438,696.5392579588115,1.198887738689188,0.1044196306453067,10000
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,0.15289732294612443,0.012143269863682788,0.04241365830856388,9845.082860332834,-3.1315721571445465e-12,205.65338524647268,1070.9988948061891,719.6749851000311,1.041429972312883,0.07756088898111971,10000
