group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Domestic Robots,ROBOT_DISHES,ROBOT_IRONING,5,0.01589766171419649,0.01589766171419649
Domestic Robots,ROBOT_DISHES,ROBOT_LAUNDRY,4,-0.018114374887453058,0.018114374887453058
Domestic Robots,ROBOT_DISHES,ROBOT_MOPPING,5,0.01667472343465574,0.01667472343465574
Domestic Robots,ROBOT_DISHES,ROBOT_VACUUMING,5,-0.010895120056244698,0.010895120056244698
Domestic Robots,ROBOT_IRONING,ROBOT_DISHES,5,-0.015597080388171558,0.015597080388171558
Domestic Robots,ROBOT_IRONING,ROBOT_LAUNDRY,4,-0.01910651439525391,0.01910651439525391
Domestic Robots,ROBOT_IRONING,ROBOT_MOPPING,3,0.01594042353426108,0.01594042353426108
Domestic Robots,ROBOT_IRONING,ROBOT_VACUUMING,2,0.010774855281556885,0.010774855281556885
Domestic Robots,ROBOT_LAUNDRY,ROBOT_DISHES,2,0.008359783171655668,0.008359783171655668
Domestic Robots,ROBOT_LAUNDRY,ROBOT_IRONING,3,0.010055682580697271,0.010055682580697271
Domestic Robots,ROBOT_LAUNDRY,ROBOT_MOPPING,2,0.013511954267314658,0.013511954267314658
Domestic Robots,ROBOT_LAUNDRY,ROBOT_VACUUMING,4,0.024474516977409027,0.024474516977409027
Domestic Robots,ROBOT_MOPPING,ROBOT_DISHES,3,-0.014897476948403559,0.014897476948403559
Domestic Robots,ROBOT_MOPPING,ROBOT_IRONING,3,0.02085659814491178,0.02085659814491178
Domestic Robots,ROBOT_MOPPING,ROBOT_LAUNDRY,1,0.01377231011654461,0.01377231011654461
Domestic Robots,ROBOT_MOPPING,ROBOT_VACUUMING,2,0.014597986730650957,0.014597986730650957
Domestic Robots,ROBOT_VACUUMING,ROBOT_DISHES,3,-0.01816952620720021,0.01816952620720021
Domestic Robots,ROBOT_VACUUMING,ROBOT_IRONING,3,0.007756844885704512,0.007756844885704512
Domestic Robots,ROBOT_VACUUMING,ROBOT_LAUNDRY,1,-0.021208414588107623,0.021208414588107623
Domestic Robots,ROBOT_VACUUMING,ROBOT_MOPPING,3,-0.03456043142996841,0.03456043142996841
