group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Purification Pebbles,PEBBLES_L,PEBBLES_M,3,0.021147271032468884,0.021147271032468884
Purification Pebbles,PEBBLES_L,PEBBLES_S,5,-0.01874748627648606,0.01874748627648606
Purification Pebbles,PEBBLES_L,PEBBLES_XL,5,0.022284397799514997,0.022284397799514997
Purification Pebbles,PEBBLES_L,PEBBLES_XS,3,-0.010743588492471146,0.010743588492471146
Purification Pebbles,PEBBLES_M,PEBBLES_L,3,-0.017718966612290353,0.017718966612290353
Purification Pebbles,PEBBLES_M,PEBBLES_S,5,0.025441463267373128,0.025441463267373128
Purification Pebbles,PEBBLES_M,PEBBLES_XL,5,-0.027627198885698756,0.027627198885698756
Purification Pebbles,PEBBLES_M,PEBBLES_XS,1,0.02166568878774885,0.02166568878774885
Purification Pebbles,PEBBLES_S,PEBBLES_L,3,-0.0166179239601209,0.0166179239601209
Purification Pebbles,PEBBLES_S,PEBBLES_M,4,0.020037907161807658,0.020037907161807658
Purification Pebbles,PEBBLES_S,PEBBLES_XL,3,0.013044749494704333,0.013044749494704333
Purification Pebbles,PEBBLES_S,PEBBLES_XS,3,0.01060860879088653,0.01060860879088653
Purification Pebbles,PEBBLES_XL,PEBBLES_L,3,0.013281417416534982,0.013281417416534982
Purification Pebbles,PEBBLES_XL,PEBBLES_M,3,-0.014314964066781259,0.014314964066781259
Purification Pebbles,PEBBLES_XL,PEBBLES_S,5,-0.008401516427255873,0.008401516427255873
Purification Pebbles,PEBBLES_XL,PEBBLES_XS,3,-0.012753026239597105,0.012753026239597105
Purification Pebbles,PEBBLES_XS,PEBBLES_L,2,0.012301019427294842,0.012301019427294842
Purification Pebbles,PEBBLES_XS,PEBBLES_M,5,0.024340226684252685,0.024340226684252685
Purification Pebbles,PEBBLES_XS,PEBBLES_S,5,0.015085688372120253,0.015085688372120253
Purification Pebbles,PEBBLES_XS,PEBBLES_XL,5,-0.026977700088094365,0.026977700088094365
