group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_OVAL,0.6770452904522727,0.022346450285898684,0.29056738276500205,6415.142316111276,4.3422915041446686e-12,194.50714170461058,874.1510644488499,548.478272054065,1.0453865163564653,0.059556667396499695,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,0.5971946884646507,0.021283796636986832,0.2826778437824269,6553.336809421747,-4.035246092826128e-12,211.99170517045738,923.6457538414052,657.0686120302453,1.0763418227712576,0.05780585575707916,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,-0.5891739794434933,-0.004459365817462367,-0.1554288222181825,11164.495651576126,2.1071173250675203e-12,213.55366997915914,904.0982890999458,637.3855474459317,0.6138563013194772,0.056758126304719984,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,0.2483619144627992,0.00925265556735543,0.1775769812741393,7081.2342411399695,-1.4435499906539916e-12,256.0159301113414,1265.0273800828218,1079.4256616711425,0.8707706253079032,0.0357265566162252,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.8238895583305003,0.0029463719151788387,0.9086898817947423,1007.6866886235466,6.01867213845253e-12,349.02378723570587,1816.3387726712754,664.4808181197868,1.030683327511038,0.04289597944727979,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.8357151189557039,0.003977882372667346,-0.51370893184461,16035.828465874365,1.3154931366443633e-12,338.1930249613621,1604.2554953007657,541.0091847467986,0.5912203672958327,0.08162827561647205,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,0.2453935440808328,0.004986356318510305,0.4088233219771602,4361.885150836758,6.05359673500061e-13,597.0033502762903,2053.9322651963375,2549.1019194314017,0.8357911946104291,0.060054415830934,10000
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,-0.8511327160304828,0.02101100130272518,-0.4743615163828993,15211.55672605365,1.7927959561347962e-12,293.11289323252055,1485.4270404814597,444.16090494679463,0.5738300350880552,0.07848107246354703,10000
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,0.12235018400471011,0.01693735673079473,0.1848121261359808,6402.895130446147,2.654269337654114e-12,554.1678616444842,2240.148990067444,1627.2874888279182,0.8115995062425141,0.058134858173893376,10000
Organic Microchips,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,-0.17270745035671856,0.010780358932305783,-0.4680850223970804,19372.322411113873,1.2293457984924316e-11,986.799102991757,4408.8723025898835,1589.4151399915975,1.4283765717464987,0.12050868584181737,10000
