group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,1,-0.021724941065084442,0.021724941065084442
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,4,0.017409418203683205,0.017409418203683205
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,4,-0.01691634642478151,0.01691634642478151
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,3,0.020112072482524355,0.020112072482524355
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,5,-0.013493804950127027,0.013493804950127027
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,2,-0.025674092791991905,0.025674092791991905
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,2,0.022958272036190518,0.022958272036190518
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1,-0.024820125176684943,0.024820125176684943
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,1,-0.025550784234900828,0.025550784234900828
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,5,-0.013157789780331554,0.013157789780331554
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,2,-0.014481254190601978,0.014481254190601978
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,5,-0.010407954852160924,0.010407954852160924
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,5,-0.009288805790822937,0.009288805790822937
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1,-0.022213510604137548,0.022213510604137548
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,2,-0.01693994662636429,0.01693994662636429
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,1,-0.026307774607343275,0.026307774607343275
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,3,0.023800689969442956,0.023800689969442956
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,5,-0.014872323378630122,0.014872323378630122
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,4,-0.017228191595710464,0.017228191595710464
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,4,0.01721832087479585,0.01721832087479585
