group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Construction Panels,PANEL_1X2,PANEL_1X4,1,0.0171324775076844,0.0171324775076844
Construction Panels,PANEL_1X2,PANEL_2X2,4,-0.02631094828415465,0.02631094828415465
Construction Panels,PANEL_1X2,PANEL_2X4,1,-0.014333820792015634,0.014333820792015634
Construction Panels,PANEL_1X2,PANEL_4X4,1,-0.01953481602243686,0.01953481602243686
Construction Panels,PANEL_1X4,PANEL_1X2,1,-0.018975678182900333,0.018975678182900333
Construction Panels,PANEL_1X4,PANEL_2X2,4,-0.025044653686571498,0.025044653686571498
Construction Panels,PANEL_1X4,PANEL_2X4,2,-0.01669548405691259,0.01669548405691259
Construction Panels,PANEL_1X4,PANEL_4X4,2,0.010150268709372195,0.010150268709372195
Construction Panels,PANEL_2X2,PANEL_1X2,3,-0.023498375877383883,0.023498375877383883
Construction Panels,PANEL_2X2,PANEL_1X4,2,-0.01708177275861363,0.01708177275861363
Construction Panels,PANEL_2X2,PANEL_2X4,1,-0.01163531281348962,0.01163531281348962
Construction Panels,PANEL_2X2,PANEL_4X4,1,-0.013766023277487917,0.013766023277487917
Construction Panels,PANEL_2X4,PANEL_1X2,3,0.011990350717834988,0.011990350717834988
Construction Panels,PANEL_2X4,PANEL_1X4,4,-0.02754518791463351,0.02754518791463351
Construction Panels,PANEL_2X4,PANEL_2X2,1,0.010718458549950016,0.010718458549950016
Construction Panels,PANEL_2X4,PANEL_4X4,2,0.010892841977725342,0.010892841977725342
Construction Panels,PANEL_4X4,PANEL_1X2,4,-0.024262073579777582,0.024262073579777582
Construction Panels,PANEL_4X4,PANEL_1X4,3,-0.013945354002891193,0.013945354002891193
Construction Panels,PANEL_4X4,PANEL_2X2,4,0.009081537239467684,0.009081537239467684
Construction Panels,PANEL_4X4,PANEL_2X4,4,-0.013521764773436437,0.013521764773436437
