group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
UV-Visors,UV_VISOR_AMBER,UV_VISOR_MAGENTA,-0.4053762743841598,0.006140052966541243,-0.3970776554349684,12183.070474689068,-3.754394128918648e-12,232.89520274237873,1381.7198161271663,524.2856721390164,0.6760939257513124,0.03207373731713605,10000
UV-Visors,UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.06463425184475574,0.0015116094821212703,-0.05366678078011874,8240.386209178505,-1.3387762010097503e-12,254.23425480547712,1407.0331529159957,777.4026148161357,0.7262851616405682,0.03379834562324963,10000
UV-Visors,UV_VISOR_AMBER,UV_VISOR_RED,-0.1313540182302918,-0.0036639634593307767,-0.11923421452961823,8939.668091003543,6.3329935073852536e-12,252.55954509678372,1440.2815719854007,691.3504492003424,0.7227995321629848,0.032577430613974195,10000
UV-Visors,UV_VISOR_AMBER,UV_VISOR_YELLOW,-0.1677281850607691,-0.006627442091322138,-0.16777701420032282,9587.042234190238,4.144385457038879e-12,251.15775498077977,1410.8994562798953,659.3415643562448,0.6729523625063611,0.028536801234971487,10000
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,-0.16256896891398812,0.007039308696067497,-0.13780448359528186,12815.581992555717,2.584420144557953e-12,256.63145341050785,1224.9147445933195,679.9253936488204,1.0751823482475718,0.04282859439081555,10000
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_RED,-0.4006786251674806,0.011650532173140578,-0.3713099484123213,15303.272541030276,1.4458782970905305e-11,238.3005965528311,1218.335790714218,574.4252683841298,1.0701257316071375,0.044712335539490555,10000
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.012832996393561672,0.021853015623853025,0.013105010220583819,11208.892802886756,2.491287887096405e-12,260.06998424868357,1268.7944241291152,721.5664737732563,0.9960655492766811,0.03151372654178684,10000
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_RED,0.311980763916911,0.02883601965342203,0.3410692222148797,6950.645926908034,2.1886080503463746e-12,291.51729317722925,1169.9873609995375,925.6567890293242,0.9957555588778628,0.03235799098498608,10000
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_YELLOW,-0.47118451630818164,0.010098613424483007,-0.5676421098834648,17050.36679260601,8.070492185652256e-12,270.63624105440664,1339.4922635159674,614.4211992372977,0.9275874737283725,0.041049835956079,10000
UV-Visors,UV_VISOR_RED,UV_VISOR_YELLOW,0.12286725571069199,0.01954557276471466,0.13539575228366854,9079.479958300251,5.20667526870966e-12,278.536719084258,1245.4067950778917,1018.915575506321,0.9316243308818283,0.030360188072943772,10000
