group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,5,-0.025516473584010723,0.025516473584010723
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,3,-0.013521346839569074,0.013521346839569074
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,4,0.022651340629298248,0.022651340629298248
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.011436212789425325,0.011436212789425325
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,1,-0.011042211136442555,0.011042211136442555
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,5,0.013404023410933455,0.013404023410933455
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.005950720565681372,0.005950720565681372
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,4,0.021775696611183615,0.021775696611183615
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,5,-0.019014313635791043,0.019014313635791043
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,2,0.010493135043828825,0.010493135043828825
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,2,-0.009297373591346185,0.009297373591346185
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.013974854389612983,0.013974854389612983
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,5,0.01728361883534861,0.01728361883534861
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,3,-0.008024756630038326,0.008024756630038326
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,2,-0.024514347017005802,0.024514347017005802
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,4,-0.025317291928962614,0.025317291928962614
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,2,-0.02070020589032461,0.02070020589032461
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1,-0.041088730883940085,0.041088730883940085
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,2,0.010827533150340435,0.010827533150340435
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,2,-0.023925594892670436,0.023925594892670436
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,4,-0.022671075979214868,0.022671075979214868
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_NYLON,4,0.017298778336701643,0.017298778336701643
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1,0.013003992780453017,0.013003992780453017
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,3,0.0062827418207748046,0.0062827418207748046
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,1,0.021646579052350172,0.021646579052350172
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,2,0.009200466354993027,0.009200466354993027
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,4,0.015232910970090581,0.015232910970090581
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,5,0.010142662185753083,0.010142662185753083
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_COTTON,4,0.01975255648248554,0.01975255648248554
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,5,-0.017731079425112175,0.017731079425112175
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,3,0.013978531469264897,0.013978531469264897
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,2,0.013601954693969688,0.013601954693969688
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,4,0.014726300236603564,0.014726300236603564
