group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,0.40018944422593805,0.013829590889819969,0.4041655209140245,6895.684585561112,1.5017576515674591e-12,296.3024807991145,1561.5583997869853,1502.0287748213887,1.066434000116127,0.0346355202002203,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,-0.07963895259714078,0.0033157195759966986,-0.09506775448621842,12212.115740867945,7.92788341641426e-12,322.29474411259093,1626.4789159282209,4348.195221371692,0.9568854824346791,0.03709425266964093,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,-0.1421358240469364,-0.0030879805451716038,-0.10357513484282224,12274.133673324985,5.107722245156765e-12,320.03905457628827,1550.1566832794906,3188.478248305814,0.9881737461681347,0.05153744487151749,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,-0.13149035308988924,0.0025194541259774173,-0.0866282386920409,12001.002193569613,4.918547347187996e-12,320.51443007694684,1677.9411796059612,7575.628121110934,1.0800946550282655,0.0648078410722947,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,0.5105362385812985,-0.0018923580902380083,0.6034490923234249,3412.724830371396,9.255018085241318e-13,275.27517633115053,1400.146633778504,803.1807614185637,0.8974195554092604,0.024488366857909234,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,-0.5100164253161266,0.007769969074689539,-0.36799548166346197,14565.579508336901,6.170012056827545e-12,275.37391567987436,1407.7106038340098,857.3489125965983,0.9275618087843842,0.056158304088729,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,0.6074939934735288,-0.011734301118697702,0.3962907623015584,6336.251454856612,-6.83940015733242e-12,254.29571166261033,1286.0273972379146,700.6548735027009,1.0123138694165212,0.039555713428290715,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.6345972831231722,0.02675815303502724,-0.3873847033645368,15977.224417546091,8.509960025548935e-12,209.3237044249054,1129.484376844528,409.29769655225664,1.0337352372053217,0.058441634402363545,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,0.6967625009791083,0.007857747607858677,0.3845410129173886,7650.711942031777,-2.6833731681108476e-12,194.28045919456906,913.5197942422656,382.66585364636035,1.1283338041161748,0.040982547519083416,10000
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,-0.6150178498861925,0.0032259082467308397,-0.5560340122384264,16992.62744577327,6.58910721540451e-12,349.8580251456186,1724.3535376747004,1081.07888733508,1.0959394963034756,0.08655420849236495,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,0.6020159935285225,0.009851084602938459,0.8745086397399633,2185.841332953291,-6.58910721540451e-12,356.4586743337518,1940.7192387975683,963.1836473991696,1.0833287185964036,0.03462389910089515,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_NYLON,0.6384257274520024,-0.0008095660915894865,0.8987696508252007,3056.9718665131177,-1.7462298274040223e-13,343.6015339696911,1651.8590567603896,891.9973391035518,1.2305738123815284,0.03877266784727165,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,0.6236548994773121,-0.025159660615695974,0.6692236823553774,3306.621381709352,-5.122274160385132e-13,348.9658678710176,1727.4616447646677,869.2853292105573,0.9447378022438501,0.030474816744507666,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,0.6653248473613128,-0.012686999648145342,0.7529099876054235,2388.562378712412,1.317821443080902e-11,333.27609965869857,1780.1338594298486,837.020653027539,0.953879567582583,0.028930773631218525,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,0.5674516346393987,0.007020074392468155,0.5499342836696571,5403.630226142038,3.13448254019022e-12,253.047057054289,1367.3541401288094,655.833220217081,1.136444460851371,0.0345385820251551,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,0.4713230303025679,0.007434778097146244,0.3481685579109466,6293.074524636633,1.4668330550193787e-12,271.041686638174,1300.8093680811253,807.0227262032414,0.8725319371040364,0.028855178025888717,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,0.6075586381439477,0.010759139789538389,0.4733053787065621,4844.492628757038,1.2002419680356979e-11,244.09432216875797,1223.5363027447002,569.1913976854678,0.8808927671984522,0.02475688836156716,10000
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,0.46627341123585864,0.006448225112644354,0.3554099603714433,4954.0219522896805,2.4796463549137115e-12,280.5251699008993,1127.8311494055706,1018.8276064172302,0.7681845229532528,0.027157259673069024,10000
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,0.7736133203507718,0.002003982353517405,0.6218637411558724,1824.7238533163188,1.3824319466948509e-11,200.93696620302362,1048.0107274028032,428.2275662056913,0.775384187787374,0.01773070312131371,10000
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,0.42740429660352064,-0.0010160843660595427,0.4507349516905832,6651.974184972434,9.674113243818282e-12,376.1088334397439,1683.1063984421326,1723.8872055430816,1.0103998653487083,0.036814796191536825,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_OVAL,0.6770452904522727,0.022346450285898684,0.29056738276500205,6415.142316111276,4.3422915041446686e-12,194.50714170461058,874.1510644488499,548.478272054065,1.0453865163564653,0.059556667396499695,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,0.5971946884646507,0.021283796636986832,0.2826778437824269,6553.336809421747,-4.035246092826128e-12,211.99170517045738,923.6457538414052,657.0686120302453,1.0763418227712576,0.05780585575707916,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,-0.5891739794434933,-0.004459365817462367,-0.1554288222181825,11164.495651576126,2.1071173250675203e-12,213.55366997915914,904.0982890999458,637.3855474459317,0.6138563013194772,0.056758126304719984,10000
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,0.2483619144627992,0.00925265556735543,0.1775769812741393,7081.2342411399695,-1.4435499906539916e-12,256.0159301113414,1265.0273800828218,1079.4256616711425,0.8707706253079032,0.0357265566162252,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.8238895583305003,0.0029463719151788387,0.9086898817947423,1007.6866886235466,6.01867213845253e-12,349.02378723570587,1816.3387726712754,664.4808181197868,1.030683327511038,0.04289597944727979,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.8357151189557039,0.003977882372667346,-0.51370893184461,16035.828465874365,1.3154931366443633e-12,338.1930249613621,1604.2554953007657,541.0091847467986,0.5912203672958327,0.08162827561647205,10000
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,0.2453935440808328,0.004986356318510305,0.4088233219771602,4361.885150836758,6.05359673500061e-13,597.0033502762903,2053.9322651963375,2549.1019194314017,0.8357911946104291,0.060054415830934,10000
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,-0.8511327160304828,0.02101100130272518,-0.4743615163828993,15211.55672605365,1.7927959561347962e-12,293.11289323252055,1485.4270404814597,444.16090494679463,0.5738300350880552,0.07848107246354703,10000
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,0.12235018400471011,0.01693735673079473,0.1848121261359808,6402.895130446147,2.654269337654114e-12,554.1678616444842,2240.148990067444,1627.2874888279182,0.8115995062425141,0.058134858173893376,10000
Organic Microchips,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,-0.17270745035671856,0.010780358932305783,-0.4680850223970804,19372.322411113873,1.2293457984924316e-11,986.799102991757,4408.8723025898835,1589.4151399915975,1.4283765717464987,0.12050868584181737,10000
Purification Pebbles,PEBBLES_L,PEBBLES_M,0.277557515146002,0.005760945948751017,0.1612197414643037,8561.769396341406,6.047775968909264e-12,419.80848929834224,2027.1940399605628,1294.4333709401112,1.00807667920661,0.08038978494245926,10000
Purification Pebbles,PEBBLES_L,PEBBLES_S,-0.21952105312251896,-0.007157430117326432,-0.3526396690388293,13444.862986122975,-1.5133991837501525e-12,426.3189077763702,2002.4582264305918,1255.8793762693676,1.1104506527943936,0.06475123040121154,10000
Purification Pebbles,PEBBLES_L,PEBBLES_XL,-0.6584386915060959,-0.49392799847941926,-0.45987615302541457,16392.350727083078,1.2444797903299331e-11,328.8844894611931,1574.3621886358305,712.389051213967,0.7604315547310727,0.062139441207011155,10000
Purification Pebbles,PEBBLES_L,PEBBLES_XS,-0.25005849705542155,0.013270744781106979,-0.15694562098021334,11295.115058236574,-1.9557774066925048e-12,423.09530866725055,2023.5970692725714,1455.2175723848907,1.4800491771850885,0.17465428567507754,10000
Purification Pebbles,PEBBLES_M,PEBBLES_S,-0.17531318018291572,0.024533437891952326,-0.48484656831216927,14629.877302927498,-3.073364496231079e-12,740.6541279695425,2922.3636191148107,2090.452124539667,1.107207208072462,0.09499306490044211,10000
