group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
UV-Visors,UV_VISOR_AMBER,UV_VISOR_MAGENTA,4,0.02183087006250464,0.02183087006250464
UV-Visors,UV_VISOR_AMBER,UV_VISOR_ORANGE,2,-0.01613747917316392,0.01613747917316392
UV-Visors,UV_VISOR_AMBER,UV_VISOR_RED,3,-0.017705280634497163,0.017705280634497163
UV-Visors,UV_VISOR_AMBER,UV_VISOR_YELLOW,5,-0.012552272013528295,0.012552272013528295
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_AMBER,3,0.01261253846753107,0.01261253846753107
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,4,-0.017251957419609467,0.017251957419609467
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_RED,3,-0.01674692750024753,0.01674692750024753
UV-Visors,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,5,0.007519499713744543,0.007519499713744543
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_AMBER,2,0.01492883033120296,0.01492883033120296
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,2,-0.01702586271749816,0.01702586271749816
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_RED,1,-0.01524104825609357,0.01524104825609357
UV-Visors,UV_VISOR_ORANGE,UV_VISOR_YELLOW,2,-0.024781461140397813,0.024781461140397813
UV-Visors,UV_VISOR_RED,UV_VISOR_AMBER,2,-0.008941039860239738,0.008941039860239738
UV-Visors,UV_VISOR_RED,UV_VISOR_MAGENTA,1,0.007476935026290358,0.007476935026290358
UV-Visors,UV_VISOR_RED,UV_VISOR_ORANGE,4,0.010825523375470384,0.010825523375470384
UV-Visors,UV_VISOR_RED,UV_VISOR_YELLOW,2,0.014235410748768712,0.014235410748768712
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_AMBER,3,0.02051043542543482,0.02051043542543482
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,3,-0.014893408500245214,0.014893408500245214
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_ORANGE,3,-0.007571560514055185,0.007571560514055185
UV-Visors,UV_VISOR_YELLOW,UV_VISOR_RED,1,-0.017262216508813745,0.017262216508813745
