group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,3,0.035775173833246826,0.035775173833246826
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,2,0.011197954123222057,0.011197954123222057
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,5,-0.008348845317031029,0.008348845317031029
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MORNING_BREATH,1,-0.01286955394290553,0.01286955394290553
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,3,-0.007620622942994905,0.007620622942994905
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,4,-0.007351354647637578,0.007351354647637578
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,2,0.02203870643135064,0.02203870643135064
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MORNING_BREATH,5,-0.02471877159084017,0.02471877159084017
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_CHOCOLATE,2,-0.011946134285210654,0.011946134285210654
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_EVENING_BREATH,4,0.022854308029538865,0.022854308029538865
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,2,-0.013883325896346556,0.013883325896346556
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,2,0.015883503409441873,0.015883503409441873
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,3,0.012515823804808465,0.012515823804808465
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH,3,0.012873882513164008,0.012873882513164008
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,4,0.012821146527159608,0.012821146527159608
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,2,0.018396189015663346,0.018396189015663346
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,1,0.013334564627211432,0.013334564627211432
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,4,-0.017755945256345048,0.017755945256345048
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,5,0.026656558777649643,0.026656558777649643
Liquid Breath Oxygen Shakes,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,1,0.010758282779846813,0.010758282779846813
