group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,3,0.012118679173356494,0.012118679173356494
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,4,0.011696972586859665,0.011696972586859665
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,5,0.011817517768544311,0.011817517768544311
Instant Translators,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,3,0.015235331053639811,0.015235331053639811
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_ASTRO_BLACK,2,-0.03424653157201218,0.03424653157201218
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,1,-0.009841699347708895,0.009841699347708895
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_SPACE_GRAY,4,0.017353379478774123,0.017353379478774123
Instant Translators,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,5,0.018696088695807682,0.018696088695807682
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ASTRO_BLACK,4,0.027142123236189006,0.027142123236189006
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_ECLIPSE_CHARCOAL,4,0.019852634244098274,0.019852634244098274
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,4,-0.01998252836166443,0.01998252836166443
Instant Translators,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,2,-0.007543749063012736,0.007543749063012736
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,1,0.01786068692030373,0.01786068692030373
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,1,0.01692235630579306,0.01692235630579306
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,4,-0.011481899253182585,0.011481899253182585
Instant Translators,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,3,0.012185113473504374,0.012185113473504374
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ASTRO_BLACK,3,0.019233932795704695,0.019233932795704695
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_ECLIPSE_CHARCOAL,1,-0.01669409684697241,0.01669409684697241
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_GRAPHITE_MIST,3,-0.01503046462197565,0.01503046462197565
Instant Translators,TRANSLATOR_VOID_BLUE,TRANSLATOR_SPACE_GRAY,1,0.006839998652403964,0.006839998652403964
