group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,2,-0.021780720500997643,0.021780720500997643
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,3,-0.019846336590907173,0.019846336590907173
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,5,0.020360687123432503,0.020360687123432503
Protein Snack Packs,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,3,-0.00847236610815131,0.00847236610815131
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_CHOCOLATE,1,-0.01815463286342722,0.01815463286342722
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,2,-0.013394183451085607,0.013394183451085607
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,1,-0.016955552631528172,0.016955552631528172
Protein Snack Packs,SNACKPACK_PISTACHIO,SNACKPACK_VANILLA,1,-0.01005996468325333,0.01005996468325333
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,2,0.008231448743601613,0.008231448743601613
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_PISTACHIO,4,-0.008628200292786742,0.008628200292786742
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,1,-0.013000064353839873,0.013000064353839873
Protein Snack Packs,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,1,-0.020980256651394896,0.020980256651394896
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,1,-0.01962770011032423,0.01962770011032423
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_PISTACHIO,1,-0.024967190213262977,0.024967190213262977
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,2,-0.009715158603189049,0.009715158603189049
Protein Snack Packs,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,5,-0.007294434360332308,0.007294434360332308
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,3,-0.0035254456110061574,0.0035254456110061574
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,1,-0.03574659547347374,0.03574659547347374
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,3,0.018509023457363886,0.018509023457363886
Protein Snack Packs,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,1,-0.02333773849785013,0.02333773849785013
