group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Domestic Robots,ROBOT_DISHES,ROBOT_IRONING,4,0.02416655803658984,0.02416655803658984
Domestic Robots,ROBOT_DISHES,ROBOT_LAUNDRY,1,-0.012682832985510034,0.012682832985510034
Domestic Robots,ROBOT_DISHES,ROBOT_MOPPING,2,0.01422507311061718,0.01422507311061718
Domestic Robots,ROBOT_DISHES,ROBOT_VACUUMING,5,0.014295130904859189,0.014295130904859189
Domestic Robots,ROBOT_IRONING,ROBOT_DISHES,2,0.02062100425761045,0.02062100425761045
Domestic Robots,ROBOT_IRONING,ROBOT_LAUNDRY,1,-0.008766966938243664,0.008766966938243664
Domestic Robots,ROBOT_IRONING,ROBOT_MOPPING,3,0.015182404524797542,0.015182404524797542
Domestic Robots,ROBOT_IRONING,ROBOT_VACUUMING,1,0.015843265697081856,0.015843265697081856
Domestic Robots,ROBOT_LAUNDRY,ROBOT_DISHES,3,0.017070450323021374,0.017070450323021374
Domestic Robots,ROBOT_LAUNDRY,ROBOT_IRONING,3,-0.006782740053548854,0.006782740053548854
Domestic Robots,ROBOT_LAUNDRY,ROBOT_MOPPING,3,0.0214965236582416,0.0214965236582416
Domestic Robots,ROBOT_LAUNDRY,ROBOT_VACUUMING,3,0.01928367497777009,0.01928367497777009
Domestic Robots,ROBOT_MOPPING,ROBOT_DISHES,2,0.01582012561044648,0.01582012561044648
Domestic Robots,ROBOT_MOPPING,ROBOT_IRONING,5,0.014953952667680707,0.014953952667680707
Domestic Robots,ROBOT_MOPPING,ROBOT_LAUNDRY,4,0.020881983318531007,0.020881983318531007
Domestic Robots,ROBOT_MOPPING,ROBOT_VACUUMING,2,0.024466998478768626,0.024466998478768626
Domestic Robots,ROBOT_VACUUMING,ROBOT_DISHES,5,-0.030354372136506807,0.030354372136506807
Domestic Robots,ROBOT_VACUUMING,ROBOT_IRONING,1,-0.009685294379475682,0.009685294379475682
Domestic Robots,ROBOT_VACUUMING,ROBOT_LAUNDRY,5,-0.027904508839326672,0.027904508839326672
Domestic Robots,ROBOT_VACUUMING,ROBOT_MOPPING,3,-0.018542530899204757,0.018542530899204757
