group,product_a,product_b,price_corr,return_corr,beta_a_on_b,alpha_a_on_b,residual_mean,residual_std,residual_range,half_life_estimate,ratio_mean,ratio_std,observations
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,-0.4112016568898937,-0.00025930764888117813,-0.37794417807653796,14807.567768090585,3.4226104617118834e-12,403.28634844486623,2030.3275691760136,969.2061136794764,0.9997865726378946,0.0711808708618698,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_NYLON,-0.7643475805396097,-0.0016543231020247817,-1.237823785407809,22510.75805523248,-1.6996636986732482e-11,285.27500210203146,1316.334434759694,466.96807270793715,1.1308837166217762,0.07386532278359362,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,0.7533035665974779,0.0007392079146883856,0.5938052377213833,4385.7768809283325,-2.695014700293541e-12,290.96830632050023,1476.9486987071377,724.2605086736088,1.0049201666003074,0.034070844832120924,10000
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,0.36643789070713045,0.013365035108030845,0.3368043565144851,7283.685916713243,6.5425410866737366e-12,411.64726923489457,1909.847044764143,1388.179623261828,1.0485949714104819,0.05250168139764068,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,0.23495629505860688,0.0006106193160149544,0.413982716419517,6831.278331188469,3.306195139884949e-12,467.87711773444005,2409.650431090533,1355.1845940152798,1.132793786168041,0.05226385051789874,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,-0.40174326008182987,0.00994241484394696,-0.34454804973652786,14454.301793378869,1.8044374883174896e-12,440.79933135462966,2275.369077159101,1163.3097925492475,1.0103840844067655,0.08136714202324698,10000
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,-0.23120986103833738,-0.008586374241473954,-0.23121226845762619,13139.805990640329,6.239861249923706e-12,468.3093550374691,2224.794289101066,1635.774312547178,1.0528138054398366,0.07389444877469835,10000
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,-0.7556821603870698,-0.014817327395246487,-0.36782838621699165,13445.768912517542,1.7113052308559417e-12,178.9238778059152,998.3241078134779,420.80840680154347,0.8925946323128592,0.0676510430011746,10000
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,-0.49273262801041395,0.01547392258155291,-0.2796537961006996,12379.011705538525,5.646143108606339e-12,237.72630572963513,1046.5684559678975,769.5641416513879,0.9300273625350154,0.05897970177168931,10000
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,0.5973863433475827,0.026741054919126678,0.6965601349089706,3553.624758333182,-9.546056389808656e-13,450.10198356880403,1895.6130026312348,1666.309072490479,1.0438666374345726,0.04763902230785067,10000
