group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Construction Panels,PANEL_1X2,PANEL_1X4,2,-0.010015103235739665,0.010015103235739665
Construction Panels,PANEL_1X2,PANEL_2X2,4,0.021242335892559028,0.021242335892559028
Construction Panels,PANEL_1X2,PANEL_2X4,3,0.014734611665732865,0.014734611665732865
Construction Panels,PANEL_1X2,PANEL_4X4,4,0.019027048997317456,0.019027048997317456
Construction Panels,PANEL_1X4,PANEL_1X2,3,0.011561696612139826,0.011561696612139826
Construction Panels,PANEL_1X4,PANEL_2X2,2,-0.02222738634326569,0.02222738634326569
Construction Panels,PANEL_1X4,PANEL_2X4,5,0.01402920422486298,0.01402920422486298
Construction Panels,PANEL_1X4,PANEL_4X4,5,-0.013003658087641647,0.013003658087641647
Construction Panels,PANEL_2X2,PANEL_1X2,4,0.021060500604862104,0.021060500604862104
Construction Panels,PANEL_2X2,PANEL_1X4,3,0.018374808641789038,0.018374808641789038
Construction Panels,PANEL_2X2,PANEL_2X4,3,0.016187542777070168,0.016187542777070168
Construction Panels,PANEL_2X2,PANEL_4X4,5,0.021507309897359324,0.021507309897359324
Construction Panels,PANEL_2X4,PANEL_1X2,5,-0.01953436865597525,0.01953436865597525
Construction Panels,PANEL_2X4,PANEL_1X4,3,0.012214961204939635,0.012214961204939635
Construction Panels,PANEL_2X4,PANEL_2X2,5,-0.02007220595207252,0.02007220595207252
Construction Panels,PANEL_2X4,PANEL_4X4,1,-0.012458059698800303,0.012458059698800303
Construction Panels,PANEL_4X4,PANEL_1X2,1,0.018637311717920806,0.018637311717920806
Construction Panels,PANEL_4X4,PANEL_1X4,3,0.02448242829511062,0.02448242829511062
Construction Panels,PANEL_4X4,PANEL_2X2,5,-0.013950511992694621,0.013950511992694621
Construction Panels,PANEL_4X4,PANEL_2X4,1,-0.01665011186341849,0.01665011186341849
