group,leader_candidate,follower_candidate,best_lag,lead_lag_corr,abs_lead_lag_corr
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,5,0.019080001368760355,0.019080001368760355
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,5,0.007577788448141119,0.007577788448141119
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,4,0.019669820077412487,0.019669820077412487
Galaxy Sounds Recorders,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,2,-0.0181215227964536,0.0181215227964536
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,1,-0.011323887919855915,0.011323887919855915
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,1,0.016301874513154367,0.016301874513154367
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,2,0.01531240499307899,0.01531240499307899
Galaxy Sounds Recorders,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,2,0.010296960987745973,0.010296960987745973
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,2,0.0060304112590071875,0.0060304112590071875
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,4,0.012692690715658265,0.012692690715658265
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,1,-0.017486004623513653,0.017486004623513653
Galaxy Sounds Recorders,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.00886544323908523,0.00886544323908523
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,3,-0.005787453495956112,0.005787453495956112
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,5,0.019255768407432372,0.019255768407432372
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,2,-0.015684480069004695,0.015684480069004695
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,1,-0.023985963365905645,0.023985963365905645
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,3,-0.010593697047298605,0.010593697047298605
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,1,-0.010826019691946694,0.010826019691946694
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,1,-0.01916426060288733,0.01916426060288733
Galaxy Sounds Recorders,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,3,-0.012672320465702632,0.012672320465702632
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,2,-0.009380859230138542,0.009380859230138542
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_NYLON,3,-0.020373134506544495,0.020373134506544495
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_POLYESTER,1,-0.013671400467565051,0.013671400467565051
Vertical Sleeping Pods,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,5,0.015460629095464131,0.015460629095464131
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,4,0.029833458442474065,0.029833458442474065
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,1,-0.019904165288400184,0.019904165288400184
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,1,-0.009574613137110747,0.009574613137110747
Vertical Sleeping Pods,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,4,-0.009727177717569218,0.009727177717569218
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_COTTON,5,0.019873409076996893,0.019873409076996893
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_LAMB_WOOL,1,0.010319157656306147,0.010319157656306147
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,2,-0.011728794321201505,0.011728794321201505
Vertical Sleeping Pods,SLEEP_POD_NYLON,SLEEP_POD_SUEDE,5,0.015737253627566172,0.015737253627566172
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,1,-0.01382787067224773,0.01382787067224773
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,2,-0.018807172458183523,0.018807172458183523
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,3,0.016383116033819995,0.016383116033819995
Vertical Sleeping Pods,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,4,-0.01765327070083414,0.01765327070083414
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2,-0.014515179329381168,0.014515179329381168
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1,0.01147768361036047,0.01147768361036047
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,5,0.019506213648102816,0.019506213648102816
Vertical Sleeping Pods,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,5,0.01623454873509198,0.01623454873509198
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_OVAL,4,-0.013617222387691393,0.013617222387691393
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,1,-0.01949560053971162,0.01949560053971162
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,1,-0.005192933442799513,0.005192933442799513
Organic Microchips,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,2,-0.017828123436447813,0.017828123436447813
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_CIRCLE,2,-0.015296260628984547,0.015296260628984547
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,3,0.023812119529138965,0.023812119529138965
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_SQUARE,1,0.023005974017358082,0.023005974017358082
Organic Microchips,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,1,-0.015179899985167715,0.015179899985167715
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,4,0.02492242451503477,0.02492242451503477
Organic Microchips,MICROCHIP_RECTANGLE,MICROCHIP_OVAL,2,-0.02015883712392892,0.02015883712392892
